"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","50/5716","106/18614",0.00026641302566522,0.00266827999225446,0.00183374632192588,"STAU2/ROCK1/FERMT2/COL16A1/NRP1/SYNDIG1/SRPX2/SFRP1/CAV1/ASIC2/CUX2/VEGFA/TEK/SLITRK3/SDC4/KDR/LRRC4B/ADGRB3/AGT/CLSTN3/AMIGO2/ST8SIA2/EPHA2/PTPRJ/WNT7A/CLSTN2/SLITRK5/SMAD3/IL1RAPL1/LIMS1/CLSTN1/LRRN3/CNTNAP2/LRRN1/AMIGO3/BDNF/OXTR/ADGRB1/EPHB3/EFNA5/SLITRK6/FLRT2/SLITRK2/THBS2/SEMA4D/IL1RAP/NLGN3/S100A10/NTRK1/FMN1",50
"GO:0060393","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","33/5716","63/18614",0.000269478907777678,0.00269478907777678,0.00185196440181827,"TGFB2/SMAD7/TGFBR1/ENG/BMPR1A/DKK1/SNX25/BMP5/TTK/ACVR1/BMP8B/ACVR2A/INHBA/LRP1/PMEPA1/TWSG1/GDF1/GDF15/EMILIN1/ACVRL1/LEFTY2/GDF7/DAB2/GDF6/RBPMS/INHBB/TGFBR2/GREM1/TNXB/LDLRAD4/NOG/LEFTY1/GDF10",33
"GO:0019216","GO:0019216","regulation of lipid metabolic process","136/5716","344/18614",0.000276824313598706,0.00274325596119057,0.00188527273881935,"PDK4/MLXIPL/FMO1/ABHD5/BRCA1/ELOVL5/SNAI2/H6PD/DKK3/DGAT2/SPHK2/PPP2R5A/PLPP1/GAL/RORA/CDC42/ACADVL/PTGS2/ACACB/CEACAM1/SORBS1/SEC14L2/PLA2G3/PIK3IP1/TSPO/PDGFB/EEF1A2/ABCD1/RUBCNL/FLT1/MLYCD/AQP8/LACTB/PIK3CG/CAV1/PRKAG2/MTMR4/NFKB1/PPARGC1A/CPT1A/APOC3/CD81/PPARD/BMP5/GPLD1/FGF1/NR3C1/PDGFRB/AADAC/IL1A/ID2/APOA1/NR4A3/NPC2/TEK/EGR1/RDH10/FABP3/LPGAT1/SNAI1/SOX9/IL1B/C3/THRA/CCR7/BCL11B/LDLR/ANGPTL8/APOE/SLC27A1/VAV3/PDGFRA/ANXA1/CGA/APPL2/IDH1/ETFBKMT/IGF1R/BBS4/SIK1/AKT1/CCN1/DGKQ/SNCA/STAR/ADM/DGKZ/PIP4K2A/PDK1/PDE3B/DAB2/TTC39B/TYSND1/LDLRAP1/GIP/VAV2/FGFR4/CAPN2/IGFBP7/ADORA1/ABHD6/PRKCD/DAGLB/FABP5/GPER1/ABCA3/NR0B1/ALK/PRKCE/ORMDL3/ARV1/STAT5B/NR1D2/MTLN/SPHK1/CD19/HCAR2/PRKD1/PLA2G6/IRS2/INSIG1/PPARA/ZFP69/APOD/SERPINA3/AKR1C3/HCAR1/SRC/PDGFA/PSAP/CES1/TM6SF2/PLIN5/TNF/EIF6/LYN",136
"GO:0008406","GO:0008406","gonad development","95/5716","228/18614",0.000277150923743049,0.00274325596119057,0.00188527273881935,"HOXA11/MAMLD1/ARID4A/CTNNA1/HSPA5/KITLG/PTPRN/FOXC1/ASPM/AFP/MMP2/TFAP2C/TGFB2/MSH2/PATZ1/BIK/SIX4/REC8/ACSBG1/SFRP1/LHB/NUDT1/TGFBR1/GATA3/CCND1/VEGFA/PDGFRB/WNT5A/IL1A/SDC1/RDH10/KIF18A/TNFSF10/ACVR2A/INHBA/MMP19/TNFAIP6/EREG/SOX9/KDR/VGF/NASP/FST/PDGFRA/CGA/CYP1B1/IDH1/BMPR1B/BRCA2/SCAPER/GATA6/ARRB2/LHX9/ADAM15/RAB13/OSR1/TMF1/SFRP2/ARID5B/FER/GFRA1/ADAMTS1/MMP14/ACE/NPR2/INHBB/PTX3/HMGB2/CASP3/NOS3/SGPL1/NKX3-1/NR0B1/ZFPM2/BCL2L1/CEBPB/STAT5B/A2M/NUPR1/DMRTA1/BOK/BASP1/NRIP1/TEX19/WT1/NR2F2/ZP3/AKR1C3/SRC/PDGFA/NTRK1/ADGRG1/ANG/SCX/NCOA4",95
"GO:1902893","GO:1902893","regulation of miRNA transcription","35/5716","68/18614",0.000277648131039007,0.00274325596119057,0.00188527273881935,"NGFR/NFATC3/TGFB2/PDGFB/HIF1A/KLF5/GATA3/BMPR1A/PPARD/NR3C1/MYB/EGR1/SOX9/FOXA1/ETS1/KLF4/MYOCD/GATA6/EGFR/NFIB/TERT/SMAD3/STAT3/ATOH8/FOS/APLN/PRL/RELA/FOSL1/JUN/GATA2/WT1/PPARA/NCOR2/TNF",35
"GO:0009435","GO:0009435","NAD biosynthetic process","17/5716","26/18614",0.000277890342422926,0.00274325596119057,0.00188527273881935,"QPRT/NAMPT/NMRK1/KYNU/KMO/IDO1/PARP9/PARP16/NAPRT/NMNAT2/HAAO/NMNAT3/NNMT/NADSYN1/NMNAT1/PARP10/SLC5A8",17
"GO:0035872","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","17/5716","26/18614",0.000277890342422926,0.00274325596119057,0.00188527273881935,"BIRC3/CYLD/NFKBIA/RIPK2/MAP2K6/BIRC2/SLC15A3/ERBIN/TNFAIP3/PTPN22/TLR4/SLC15A4/SLC15A2/RELA/LACC1/HSPA1B/HSPA1A",17
"GO:0050926","GO:0050926","regulation of positive chemotaxis","17/5716","26/18614",0.000277890342422926,0.00274325596119057,0.00188527273881935,"ANGPT2/CXCL12/VEGFA/ARTN/F3/PGF/KDR/CDH13/VEGFC/ITGA2/F2RL1/SMAD3/CXCL8/S1PR1/SCG2/VEGFB/AGER",17
"GO:0043113","GO:0043113","receptor clustering","28/5716","51/18614",0.000278165301196929,0.00274325596119057,0.00188527273881935,"CHRDL1/ZDHHC2/GRIK5/PTN/DVL1/GLRB/NRXN2/CD81/ITGA4/SLITRK3/TNFAIP6/APOE/DLG4/LRP4/GSN/SLC7A11/ITGB2/CDK5/CDH2/GPHN/MAGI2/SHISA7/FZD9/SHISA6/RELN/FLNA/SYNGAP1/SHANK3",28
"GO:1902895","GO:1902895","positive regulation of miRNA transcription","28/5716","51/18614",0.000278165301196929,0.00274325596119057,0.00188527273881935,"NGFR/TGFB2/PDGFB/HIF1A/KLF5/GATA3/BMPR1A/NR3C1/MYB/EGR1/FOXA1/ETS1/KLF4/MYOCD/EGFR/TERT/SMAD3/STAT3/ATOH8/FOS/APLN/PRL/RELA/FOSL1/JUN/GATA2/WT1/TNF",28
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","28/5716","51/18614",0.000278165301196929,0.00274325596119057,0.00188527273881935,"TNFRSF12A/CTNNA1/PTPRC/CYLD/STK4/SRPX/SFRP1/CAV1/LTBR/TNFSF10/INHBA/G0S2/RBCK1/AGT/RIPK1/THBS1/BMPR1B/PML/PMAIP1/BCL10/PEA15/GPER1/RET/PDIA3/MAL/WWOX/TNF/TNFSF12",28
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","130/5716","327/18614",0.000283996322583474,0.00279647221165657,0.00192184502652603,"BAD/FYN/IGF1/KITLG/NCK2/ACTB/IL4R/MEF2C/PTPRC/EFNB1/MSH2/DHPS/LGALS1/XBP1/NFATC2/SIRPB1/TNFSF13B/CD276/RIPK2/IL7/LILRB1/RASAL3/EBI3/CAV1/SHB/GATA3/VSIR/MAP3K8/CCL2/EFNB3/BST1/ZBTB16/MDK/CD81/CD83/PRLR/HES1/IL1A/ZAP70/TACR1/IGFBP2/SLAMF1/TNFSF4/ARID1A/GPAM/CD274/NCKAP1L/CDKN1A/IL1B/TNFSF9/CD70/CCR7/TICAM1/FCHO1/VAV3/PTPN22/IL6ST/IL15RA/ANXA1/IL6/HLX/TLR4/LEF1/SLC7A1/VAV1/AKT1/BCL10/ABL2/SOX13/NFKBIZ/SH3KBP1/TIRAP/IL18/PAXIP1/MMP14/TNFRSF14/CD1D/RUNX1/TNFRSF13C/ICOSLG/ZBTB7B/CHRNB2/VCAM1/TGFBR2/PBRM1/IL15/RAG1/IGF2/AXL/RHOH/IL7R/IL12A/TNIP2/INPP5D/GPR183/CLEC7A/SMARCC1/STAT5B/CLCF1/ATAD5/SOX12/EGR3/GAS6/SOCS1/LAMP1/IRS2/ZP3/ARID2/BLOC1S3/HMGB1/CD55/CD47/ADA/SRC/PDCD1LG2/SIRPA/CARD11/TOX/AGER/HLA-E/HLA-G/HLA-F/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DMB/TICAM2/LYN/CCL5/CD24",130
"GO:0045807","GO:0045807","positive regulation of endocytosis","46/5716","96/18614",0.000295335859255802,0.00290368436546607,0.00199552540987584,"CDC42/TF/CLIP3/TFR2/SERPINE1/VTN/VEGFA/WNT5A/SGIP1/CLU/PPP3CC/NCKAP1L/LRP1/H1-1/C3/HIP1/APOE/CD63/APPL2/BIN1/ARRB1/EGF/ARRB2/SNCA/GPC3/DAB2/ANGPT1/APPL1/LDLRAP1/AP2M1/ITGA2/F2RL1/SMPD1/GREM1/AXL/RAB31/CD14/APLN/ANO6/CD151/GATA2/ABCA13/ANXA2/MAGI2/DLL1/APELA",46
"GO:0010976","GO:0010976","positive regulation of neuron projection development","69/5716","157/18614",0.000303910652029093,0.00298342823289629,0.00205032851300624,"CFLAR/ITGA3/CX3CL1/FYN/HGF/GRN/LRRC7/STAU2/HSPA5/PPP2R5B/ITGA6/NRP1/PLA2G3/NDRG4/ANKRD27/SCN1B/PTN/EZH2/DVL1/RAPGEF2/EHD1/MDK/CAPRIN2/CUX2/BMP5/VEGFA/ARSB/DPYSL3/WNT5A/RGS2/P3H1/STYXL1/ATP1B2/APOE/CAPRIN1/AGT/ITPKA/SCARB2/IGF1R/KATNB1/ABL2/VLDLR/NPTN/LRP8/FZD1/DISC1/RET/ROR2/ALK/ENC1/FUT9/BDNF/CREB3L2/FES/CAMK1D/PRKD1/MAGI2/RELN/PLXNB2/FLNA/NTRK1/PLXNB3/TOX/DDR1/MIR221/GPC2/CNTF/TWF2/LYN",69
"GO:0042475","GO:0042475","odontogenesis of dentin-containing tooth","44/5716","91/18614",0.0003081891514611,0.00300164332334138,0.00206284663524386,"CTNNA1/FOXC1/RELT/DLX3/NGFR/ROGDI/TP63/SERPINE1/BMPR1A/FAM20A/NECTIN1/TCIRG1/PERP/HAND1/ACVR2B/WNT6/DLX2/MSX2/ACVR2A/RUNX2/BCL11B/LAMA5/ENAM/FST/LRP4/PDGFRA/WNT10A/LEF1/GATA6/DLX1/ADM/APCDD1/EDA/MSX1/TNFRSF11B/SLC4A2/HTRA1/STIM1/FAM20C/AMBN/CSF1/JAG2/NF2/PPARA",44
"GO:0060996","GO:0060996","dendritic spine development","44/5716","91/18614",0.0003081891514611,0.00300164332334138,0.00206284663524386,"ARHGAP33/ARHGAP44/STAU2/FSTL4/NGEF/CDC42/NCK2/PSEN1/MEF2C/DVL1/NEURL1/ABI3/CAPRIN2/CUX2/EPHA4/SLC12A5/APOE/DLG4/CAPRIN1/DOCK10/ITPKA/ZNF365/PPFIA2/IQSEC1/SDK1/C21orf91/WNT7A/LRP8/DIP2A/SHANK1/DISC1/PDLIM5/CDK5/ARF6/ARF4/EFNA1/CFL1/EPHB3/RELN/SIPA1L1/DNM3/ARC/FOXO6/SHANK3",44
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","54/5716","117/18614",0.000308447678109954,0.00300164332334138,0.00206284663524386,"IGF1/SPDL1/CUL7/CDC42/EDN1/NDC80/BIRC5/PDGFB/CAV2/TTK/PDGFRB/IL1A/NEK2/CENPF/DUSP1/ZWINT/OBSL1/EREG/IL1B/XRCC3/DLGAP5/CCNB1/CDCA8/ESPL1/USP44/CDK5RAP2/NUSAP1/KIF20B/EGF/NUF2/MKI67/INCENP/SPC25/FBXO43/BUB1B/CDC25C/SPC24/TGFA/MAD2L1/PLK1/IGF2/DAPK3/BUB1/BTC/TOM1L2/SPHK1/HASPIN/AURKB/EPGN/KNTC1/CDCA2/ANAPC7/TNF/PDXP",54
"GO:0009308","GO:0009308","amine metabolic process","54/5716","117/18614",0.000308447678109954,0.00300164332334138,0.00206284663524386,"CHDH/ATP2B4/SNCAIP/MOXD1/TGFB2/COMT/DHPS/HDAC10/BCKDK/GCDH/SLC1A1/GATA3/ALDH2/ODC1/KYNU/EPAS1/AGMAT/KMO/NPY/PDE1B/PNKD/SAT1/IDO1/GCH1/KL/NAAA/CYP1A1/SNCA/PAOX/HNMT/SLC7A11/EDNRA/TDO2/NR4A2/AZIN1/SLC7A7/ITGB2/CHRNB2/NAPEPLD/VCAM1/HAAO/ALDH7A1/ATP7A/NNMT/ATCAY/NPR1/ITGAM/TRH/TH/ABAT/GRIN2A/SULT1A1/SULT1A2/SULT1A4",54
"GO:0035791","GO:0035791","platelet-derived growth factor receptor-beta signaling pathway","11/5716","14/18614",0.000308567066365264,0.00300164332334138,0.00206284663524386,"PDGFB/PDGFRL/LOX/PDGFRB/LRP1/HIP1/PTPN12/HIP1R/MYOCD/SRC/PDGFA",11
"GO:0070141","GO:0070141","response to UV-A","11/5716","14/18614",0.000308567066365264,0.00300164332334138,0.00206284663524386,"OPN3/MMP2/TIMP1/CCND1/OPN1SW/AKT1/EGFR/MMP3/MME/MMP1/CERS1",11
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","98/5716","237/18614",0.000310300519483491,0.00301339590534517,0.00207092346904134,"CX3CL1/TBXA2R/VIM/TNFRSF1B/MAP2K3/TNIP3/SBNO2/SIRT2/CXCL2/MEF2C/MAPK1/XBP1/TSPO/NFKBIA/SLC7A5/RIPK2/LILRB1/CARD8/SERPINE1/CCL2/PF4V1/NFKB1/SASH1/PPARD/WNT5A/PLSCR4/IL1A/KMO/TNFSF4/TNFAIP3/CD274/CXCL6/IL1B/GFER/TICAM1/ZFP36/CD68/LBP/ASS1/SELENOS/CD180/IRAK2/PTPN22/EDNRB/IL6/TLR4/TLR2/CXCL9/AKT1/BCL10/NFKBIZ/TNIP1/TRIM41/ANKRD1/TIRAP/PDCD4/IL18/PRKCA/LY96/SPON2/IL24/CAPN2/FZD5/CXCL3/CXCL1/ZC3H12A/HMGB2/CSF2/NOS3/ABCA1/AXL/PRDX2/ADAM9/TNIP2/CXCL8/CD14/PRKCE/CEBPB/RELA/DEFB124/IRAK1/SIGIRR/BCR/PLSCR3/LITAF/HMGB1/CD55/ARID5A/SRC/PDCD1LG2/SIRPA/CARD16/TNF/LILRA2/TICAM2/LYN/MRC1/CCL5",98
"GO:0008064","GO:0008064","regulation of actin polymerization or depolymerization","66/5716","149/18614",0.000310712517145233,0.00301339590534517,0.00207092346904134,"BAIAP2L1/TENM1/TMSB10/ELN/LIMA1/CYFIP2/PFN2/SPTB/NCK2/WDR1/ADD2/ACTN2/CAPZB/SSH1/CTTN/TRIOBP/COTL1/KANK1/CXCL12/PFN1/SEMA5A/SPTBN1/NCKAP1L/VASP/DSTN/CCR7/BAIAP2L2/TMOD2/SNX9/HIP1R/SWAP70/BIN1/SPTBN5/BBS4/SSH2/HAX1/RASA1/DAAM2/ARHGAP18/GSN/CDC42EP2/FER/EPS8/PLEKHH2/TMSB15A/TMSB15B/TMOD4/LMOD1/ARPC2/PRKCD/F2RL1/CFL2/ARF6/PRKCE/SSH3/FLII/MYADM/SVIL/CYRIA/FCHSD1/CAPZA2/TMSB4X/PDXP/TWF2/FMN1/TMSB15C",66
"GO:0035025","GO:0035025","positive regulation of Rho protein signal transduction","21/5716","35/18614",0.000315584188644497,0.00305603363401222,0.00210022578302092,"RTN4R/PDGFRB/APOA1/GPR18/MCF2L/F2RL3/ARRB1/GPR17/GPR174/LPAR4/ARHGEF3/F2RL2/F2RL1/COL3A1/AKAP13/ABRA/F2R/GPR20/ADGRG1/GPR199P/PRAG1",21
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","85/5716","201/18614",0.000318987016042091,0.00307765239039252,0.00211508303754896,"IBTK/CX3CL1/CACNA1G/SCN4A/FYN/ATP1A2/BAK1/CYBA/MCOLN3/ATP2B4/TMEM38A/SLC24A1/PTPRC/P2RX5/P2RX7/SLC8B1/NOS1/CACNA1I/BDKRB1/NTSR1/PLCB4/CEMIP/JPH1/CAV1/PPP3CB/P2RX1/PLCH1/SLC8A2/CCN2/CASQ2/PKD2/ADRA1A/PPP3CC/ITPR2/CCR7/F2RL3/P2RX4/TRPC3/CXCL9/PML/NOL3/CACNA1A/TRPM2/CASQ1/CALM2/SCN1A/TRPC1/SNCA/CAMK2D/ANK2/GSTO1/JPH2/PLCB3/CACNA1C/AKAP6/JPH3/UBASH3B/GPER1/CACNB3/PRKCE/P2RY6/PRNP/HAP1/CD19/AKAP5/F2R/PLCB1/GRIN2A/PRKD1/RASA3/TRDN/TPCN1/PLCD1/CACNA1H/SCN8A/FLNA/ERO1A/RYR2/CALM1/DMD/GP1BB/NALF1/GSTM2/LYN/ITGB3",85
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration","77/5716","179/18614",0.000319200413266566,0.00307765239039252,0.00211508303754896,"TBXA2R/PKD1/GIPR/BAK1/PTGER3/GNA15/LRP6/EDN1/P2RX5/P2RX7/NOS1/BDKRB1/JPH1/PIK3CG/CAV1/TACR1/PKD2/ADRA1A/PTGFR/GPR18/PTGER2/EDN2/F2RL3/DLG4/SWAP70/C5AR2/PDGFRA/P2RX4/AGT/EDNRB/CIB2/TRPC6/ITGAV/TRPC3/PML/CACNA1A/ABL2/GPR17/AGTR1/GPR174/LPAR4/ADM/JPH2/CACNA1C/EDNRA/JPH3/ADCY8/NPTN/PTGIR/PTGER1/GNG3/PROK2/F2RL2/F2RL1/GPER1/CDK5/CACNB3/BDKRB2/P2RY1/KISS1/S1PR1/C3AR1/CYSLTR1/C1QTNF1/CMKLR1/GATA2/OXTR/F2R/GALR2/PLA2G6/HMGB1/CD55/RYR2/GPR20/S1PR3/GPR199P/CD24",77
"GO:0015807","GO:0015807","L-amino acid transport","42/5716","86/18614",0.000319252588552381,0.00307765239039252,0.00211508303754896,"SLC7A2/SLC25A13/SLC38A5/ATP1A2/SLC66A1/SLC1A3/PSEN1/NTSR1/SLC32A1/SLC38A7/SLC7A5/SLC17A7/SLC1A1/SLC1A4/RGS2/RGS4/SLC7A10/PER2/SERINC3/AGT/SLC38A4/SLC15A4/SLC7A1/SLC38A6/SLC47A1/ARL6IP5/SLC43A1/ITGB1/SLC7A11/SLC7A7/SLC38A10/SLC7A3/SLC38A8/SLC43A2/SLC66A1L/SLC25A18/SLC6A9/SLC6A17/SLC25A29/TNF/PRAF2/SLC7A5P1",42
"GO:0034113","GO:0034113","heterotypic cell-cell adhesion","32/5716","61/18614",0.000320476725324273,0.00308021725535885,0.00211684571302226,"CD44/PKP2/PTPRC/CEACAM6/NRCAM/DSP/GCNT2/PERP/ITGA4/CD58/APOA1/IL1B/NINJ1/IL1RN/KLF4/MAP2K5/ITGAV/ITGB1/CXADR/CD1D/ITGB2/ITGA5/VCAM1/MAPK7/MYADM/CD47/PARVA/SIRPA/AGER/MIR221/TNF/ITGB3",32
"GO:0045599","GO:0045599","negative regulation of fat cell differentiation","32/5716","61/18614",0.000320476725324273,0.00308021725535885,0.00211684571302226,"WWTR1/TRIO/SIRT2/RORA/TRIB2/FERMT2/RUNX1T1/MMP11/JAG1/E2F1/GATA3/WNT5A/MSX2/SLC7A10/BMAL1/IL6/JDP2/TGFB1I1/TLCD3B/FOXO1/ZFP36L2/GPER1/SMAD3/ZFPM2/CCDC85B/GATA2/ZFPM1/PTGR3/INSIG1/ENPP1/MIR27B/TNF",32
"GO:0003085","GO:0003085","negative regulation of systemic arterial blood pressure","15/5716","22/18614",0.000324493318418374,0.00310952613625953,0.00213698792175125,"ADRB1/KCNK6/NTSR1/ADRA1A/NPPB/KL/IER3/PRCP/BBS4/ADORA1/ARHGAP42/ADRB2/GPR37L1/ADRB3/TNF",15
"GO:0035024","GO:0035024","negative regulation of Rho protein signal transduction","15/5716","22/18614",0.000324493318418374,0.00310952613625953,0.00213698792175125,"ITGA3/RASIP1/MET/KANK1/TNFAIP1/KCTD10/RIPOR2/STMN1/ADRA1A/ABL2/ITGB1/DLC1/ARHGAP42/SCAI/HEG1",15
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","34/5716","66/18614",0.000330528290737846,0.00316264421048267,0.00217349273890583,"CX3CL1/NEXMIF/FBLN1/ANGPT2/JAG1/CORO2B/SERPINE1/KANK1/COL1A1/CORO1C/GCNT2/GBP1/ACTN4/THBS1/ACVRL1/ADAM15/PHLDB2/RASA1/PTPRO/SPOCK1/FZD7/MMP14/MELTF/DLC1/SEMA3E/TACSTD2/EFNA5/NF2/SPRY4/APOD/AJAP1/SRC/MIR503/MMP12",34
"GO:0030202","GO:0030202","heparin metabolic process","12/5716","16/18614",0.000337309930237229,0.00320843617074761,0.00220496276414806,"XYLT2/NDST1/SLC10A7/IDUA/EDNRB/GLCE/NDST4/EXT2/EDNRA/ANGPT1/NDST3/EXT1",12
"GO:0048532","GO:0048532","anatomical structure arrangement","12/5716","16/18614",0.000337309930237229,0.00320843617074761,0.00220496276414806,"HSPA5/NRP1/BMPR1A/KIF14/NRP2/EGR2/PLXNA3/TFAP2A/DAB1/KCNA2/DLL1/PLXNA4",12
"GO:0070431","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","12/5716","16/18614",0.000337309930237229,0.00320843617074761,0.00220496276414806,"NFKBIA/RIPK2/SLC15A3/ERBIN/TNFAIP3/PTPN22/TLR4/SLC15A4/RELA/LACC1/HSPA1B/HSPA1A",12
"GO:0072578","GO:0072578","neurotransmitter-gated ion channel clustering","12/5716","16/18614",0.000337309930237229,0.00320843617074761,0.00220496276414806,"CHRDL1/ZDHHC2/GLRB/SLITRK3/APOE/DLG4/SLC7A11/GPHN/SHISA7/SHISA6/RELN/SHANK3",12
"GO:0032355","GO:0032355","response to estradiol","55/5716","120/18614",0.000339157170151873,0.00322123529682341,0.00221375882394445,"BAD/CFLAR/PTGS2/MMP2/MMP15/SFRP1/EZH2/COL1A1/AREG/CRYAB/CCND1/CDKN1B/ENO2/PDGFRB/TACR1/IGFBP2/CCN2/DNMT3A/MSX2/SOCS2/KIF18A/PTGFR/FAM210B/FOXA1/ARPC1B/ASS1/MAP1B/PCNA/MBD2/ANXA1/AGT/STXBP1/CYP1B1/IGF1R/CCNA2/EGFR/POU4F1/WNT7A/H2AZ1/ITGA2/CASP3/GPER1/STAT3/STAT5B/CALR/TH/NRIP1/OXTR/NQO1/PENK/NR2F2/PTCH1/NCOR2/PDGFA/TXNIP",55
"GO:0048670","GO:0048670","regulation of collateral sprouting","14/5716","20/18614",0.000340158439586795,0.00322123529682341,0.00221375882394445,"IFRD1/FSTL4/WNT3/RND2/SPP1/FGF13/SPART/NGF/EPHA7/CRABP2/BDNF/EFNA5/DCC/SEMA4D",14
"GO:0071294","GO:0071294","cellular response to zinc ion","14/5716","20/18614",0.000340158439586795,0.00322123529682341,0.00221375882394445,"TSPO/HVCN1/MT1G/MT2A/P2RX4/PARP1/ATP13A2/MT1B/MT1E/KCNK3/MT1X/MT1H/MT1A/MT1M",14
"GO:0061298","GO:0061298","retina vasculature development in camera-type eye","13/5716","18/18614",0.000346022204926069,0.00327194526128621,0.00224860869393133,"NRP1/HIF1A/LAMA1/PDGFRB/ACVR2B/NDP/PDGFRA/CYP1B1/ACVRL1/ROM1/VSTM4/CLIC4/COL4A1",13
"GO:0001894","GO:0001894","tissue homeostasis","107/5716","263/18614",0.000350666451641664,0.00330613678014062,0.00227210644233941,"PDK4/WWTR1/VCL/FOXC1/PTGS2/ACTB/GPR137B/TP53INP2/P2RX7/TF/ACP5/TJP1/IL7/COMP/LSR/HSPB1/SLC1A1/CUBN/CDH23/LIPA/TCIRG1/GCNT2/VEGFA/NPHP3/AKT3/SLC2A1/KMT2A/TNFAIP3/CCN2/SPP1/TJP2/ESRRB/SOX9/AIPL1/ATP1B2/P2RX4/LAMC1/IL6/CIB2/TLR4/RBP4/SLC39A8/PRICKLE1/COL2A1/BBS4/DEF8/TNFRSF11A/NFKBIZ/CDHR1/ITGB1/UBASH3B/ANGPT1/PRKCA/LRRK1/CXADR/JAM2/PPARGC1B/CLDN12/TFF1/LCN1/PTH1R/AZGP1/ZG16B/NEUROD1/APBB2/ADGRV1/TNFRSF11B/NOS3/SLC4A2/ALDH1A1/VSTM4/TUB/MC4R/LTBP3/COL3A1/INPP5D/ADRB2/LDB2/S1PR1/CD34/GATA2/TMEM64/F2R/EXT1/CSF1R/TMEM119/ACTG1/CSF1/POTEE/SERPINA3/LAMA2/POTEF/WNK3/POTEI/SIGLEC15/SRC/ZNF675/STK39/ABCA4/DMD/IGHG3/POTEJ/PLEKHM1/ERCC6/BGLAP/ITGB3/SCX",107
"GO:0060249","GO:0060249","anatomical structure homeostasis","107/5716","263/18614",0.000350666451641664,0.00330613678014062,0.00227210644233941,"PDK4/WWTR1/VCL/FOXC1/PTGS2/ACTB/GPR137B/TP53INP2/P2RX7/TF/ACP5/TJP1/IL7/COMP/LSR/HSPB1/SLC1A1/CUBN/CDH23/LIPA/TCIRG1/GCNT2/VEGFA/NPHP3/AKT3/SLC2A1/KMT2A/TNFAIP3/CCN2/SPP1/TJP2/ESRRB/SOX9/AIPL1/ATP1B2/P2RX4/LAMC1/IL6/CIB2/TLR4/RBP4/SLC39A8/PRICKLE1/COL2A1/BBS4/DEF8/TNFRSF11A/NFKBIZ/CDHR1/ITGB1/UBASH3B/ANGPT1/PRKCA/LRRK1/CXADR/JAM2/PPARGC1B/CLDN12/TFF1/LCN1/PTH1R/AZGP1/ZG16B/NEUROD1/APBB2/ADGRV1/TNFRSF11B/NOS3/SLC4A2/ALDH1A1/VSTM4/TUB/MC4R/LTBP3/COL3A1/INPP5D/ADRB2/LDB2/S1PR1/CD34/GATA2/TMEM64/F2R/EXT1/CSF1R/TMEM119/ACTG1/CSF1/POTEE/SERPINA3/LAMA2/POTEF/WNK3/POTEI/SIGLEC15/SRC/ZNF675/STK39/ABCA4/DMD/IGHG3/POTEJ/PLEKHM1/ERCC6/BGLAP/ITGB3/SCX",107
